,index,brand_x,model,year,price,currency,kilometers_driven,transmission_type,pay_per_month_value,pay_per_month_unit,brand_y,original_country
672,134,Honda,ACCORD_EL_2.0,2011,340900,THB,213464,Automatic,5654,THB/MONTH,Mitsubishi,Japan
673,134,Honda,ACCORD_EL_2.0,2011,347900,THB,213464,Automatic,5770,THB/MONTH,Mitsubishi,Japan
674,134,Ford,EVEREST_TITANIUM+_4WD_2.0,2018,1035900,THB,124540,Automatic,17180,THB/MONTH,Mitsubishi,Japan
675,135,Honda,ACCORD_EL_2.0,2011,340900,THB,213464,Automatic,5654,THB/MONTH,Honda,Japan
676,135,Ford,RANGER_DOUBLE_CAB_HI-RIDER_XLT_2.2,2017,511900,THB,111911,Automatic,8490,THB/MONTH,Honda,Japan
677,135,Ford,RANGER_DOUBLE_CAB_HI-RIDER_XLT_2.2,2017,511900,THB,111911,Automatic,8490,THB/MONTH,Honda,Japan
678,135,Ford,RANGER_DOUBLE_CAB_HI-RIDER_XLT_2.2,2017,522900,THB,111911,Automatic,8672,THB/MONTH,Honda,Japan
679,135,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,1102900,THB,18671,Automatic,18292,THB/MONTH,Honda,Japan
680,136,Ford,RANGER_DOUBLE_CAB_HI-RIDER_XLT_2.2,2017,511900,THB,111911,Automatic,8490,THB/MONTH,Ford,USA
681,136,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,1019900,THB,78647,Automatic,16915,THB/MONTH,Ford,USA
682,136,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,1019900,THB,78647,Automatic,16915,THB/MONTH,Ford,USA
683,136,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,1040900,THB,78647,Automatic,17263,THB/MONTH,Ford,USA
684,136,Honda,HR-V_S_1.8,2016,502900,THB,175772,Automatic,8341,THB/MONTH,Ford,USA
685,137,Mazda,3_S_SPORTS_2.0,2017,517900,THB,137312,Automatic,8589,THB/MONTH,Mazda,Japan
686,137,Ford,EVEREST_TITANIUM+_4WD_2.0,2018,1014900,THB,124540,Automatic,16832,THB/MONTH,Mazda,Japan
687,137,Ford,EVEREST_TITANIUM+_4WD_2.0,2018,1014900,THB,124540,Automatic,16832,THB/MONTH,Mazda,Japan
688,137,Ford,EVEREST_TITANIUM+_4WD_2.0,2018,1035900,THB,124540,Automatic,17180,THB/MONTH,Mazda,Japan
689,137,Mitsubishi,TRITON_DOUBLE_CAB_PLUS_GLS_2.4,2018,507900,THB,57753,Manual,8424,THB/MONTH,Mazda,Japan
690,138,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,1019900,THB,78647,Automatic,16915,THB/MONTH,Subaru,Japan
691,138,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,1080900,THB,18671,Automatic,17927,THB/MONTH,Subaru,Japan
692,138,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,1080900,THB,18671,Automatic,17927,THB/MONTH,Subaru,Japan
693,138,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,1102900,THB,18671,Automatic,18292,THB/MONTH,Subaru,Japan
694,138,Mazda,BT-50_PRO_DOUBLE_CAB_HI-RACER_(ABS)_2.2,2012,340900,THB,220379,Automatic,5654,THB/MONTH,Subaru,Japan
695,139,Ford,EVEREST_TITANIUM+_4WD_2.0,2018,1014900,THB,124540,Automatic,16832,THB/MONTH,Ford,USA
696,139,Honda,HR-V_S_1.8,2016,492900,THB,175772,Automatic,8175,THB/MONTH,Ford,USA
697,139,Honda,HR-V_S_1.8,2016,492900,THB,175772,Automatic,8175,THB/MONTH,Ford,USA
698,139,Honda,HR-V_S_1.8,2016,502900,THB,175772,Automatic,8341,THB/MONTH,Ford,USA
699,139,Honda,CITY_SV_1.5,2012,287900,THB,140641,Automatic,4775,THB/MONTH,Ford,USA
700,140,Subaru,FORESTER_I-S_ES_(EYE-SIGHT)_2.0,2020,1080900,THB,18671,Automatic,17927,THB/MONTH,Subaru,Japan
701,140,Mitsubishi,TRITON_DOUBLE_CAB_PLUS_GLS_2.4,2018,497900,THB,57753,Manual,8258,THB/MONTH,Subaru,Japan
702,140,Mitsubishi,TRITON_DOUBLE_CAB_PLUS_GLS_2.4,2018,497900,THB,57753,Manual,8258,THB/MONTH,Subaru,Japan
703,140,Mitsubishi,TRITON_DOUBLE_CAB_PLUS_GLS_2.4,2018,507900,THB,57753,Manual,8424,THB/MONTH,Subaru,Japan
704,140,Mazda,CX-5_S_2.0,2015,480900,THB,177894,Automatic,7976,THB/MONTH,Subaru,Japan
705,141,Honda,HR-V_S_1.8,2016,492900,THB,175772,Automatic,8175,THB/MONTH,Honda,Japan
706,141,Mazda,BT-50_PRO_DOUBLE_CAB_HI-RACER_(ABS)_2.2,2012,333900,THB,220379,Automatic,5538,THB/MONTH,Honda,Japan
707,141,Mazda,BT-50_PRO_DOUBLE_CAB_HI-RACER_(ABS)_2.2,2012,333900,THB,220379,Automatic,5538,THB/MONTH,Honda,Japan
708,141,Mazda,BT-50_PRO_DOUBLE_CAB_HI-RACER_(ABS)_2.2,2012,340900,THB,220379,Automatic,5654,THB/MONTH,Honda,Japan
709,141,Mazda,CX-5_XDL_(4WD)_2.2,2015,487900,THB,115471,Automatic,8092,THB/MONTH,Honda,Japan
710,142,Mitsubishi,TRITON_DOUBLE_CAB_PLUS_GLS_2.4,2018,497900,THB,57753,Manual,8258,THB/MONTH,Mitsubishi,Japan
711,142,Honda,CITY_SV_1.5,2012,281900,THB,140641,Automatic,4675,THB/MONTH,Mitsubishi,Japan
712,142,Honda,CITY_SV_1.5,2012,281900,THB,140641,Automatic,4675,THB/MONTH,Mitsubishi,Japan
713,142,Honda,CITY_SV_1.5,2012,287900,THB,140641,Automatic,4775,THB/MONTH,Mitsubishi,Japan
714,142,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,470900,THB,45547,Manual,7810,THB/MONTH,Mitsubishi,Japan
715,143,Mazda,BT-50_PRO_DOUBLE_CAB_HI-RACER_(ABS)_2.2,2012,333900,THB,220379,Automatic,5538,THB/MONTH,Mazda,Japan
716,143,Mazda,CX-5_S_2.0,2015,470900,THB,177894,Automatic,7810,THB/MONTH,Mazda,Japan
717,143,Mazda,CX-5_S_2.0,2015,470900,THB,177894,Automatic,7810,THB/MONTH,Mazda,Japan
718,143,Mazda,CX-5_S_2.0,2015,480900,THB,177894,Automatic,7976,THB/MONTH,Mazda,Japan
719,143,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,470900,THB,55176,Manual,7810,THB/MONTH,Mazda,Japan
720,144,Honda,CITY_SV_1.5,2012,281900,THB,140641,Automatic,4675,THB/MONTH,Honda,Japan
721,144,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_L_1.9,2018,473900,THB,78839,Manual,7860,THB/MONTH,Honda,Japan
722,144,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_L_1.9,2018,473900,THB,78839,Manual,7860,THB/MONTH,Honda,Japan
723,144,Mazda,CX-5_XDL_(4WD)_2.2,2015,487900,THB,115471,Automatic,8092,THB/MONTH,Honda,Japan
724,144,Toyota,HILUX_REVO_SMART_CAB_E_PLUS_PRERUNNER_2.4,2017,468900,THB,77321,Automatic,7777,THB/MONTH,Honda,Japan
725,145,Mazda,CX-5_S_2.0,2015,470900,THB,177894,Automatic,7810,THB/MONTH,Mazda,Japan
726,145,Mazda,CX-5_XDL_(4WD)_2.2,2015,477900,THB,115471,Automatic,7926,THB/MONTH,Mazda,Japan
727,145,Mazda,CX-5_XDL_(4WD)_2.2,2015,477900,THB,115471,Automatic,7926,THB/MONTH,Mazda,Japan
728,145,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,470900,THB,45547,Manual,7810,THB/MONTH,Mazda,Japan
729,145,Honda,BR-V_SV_1.5,2017,459900,THB,153619,Automatic,7627,THB/MONTH,Mazda,Japan
730,146,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_L_1.9,2018,473900,THB,78839,Manual,7860,THB/MONTH,Isuzu,Japan
731,146,Honda,CR-V_EL_2WD_2.4,2012,437900,THB,199213,Automatic,7263,THB/MONTH,Isuzu,Japan
732,146,Honda,CR-V_EL_2WD_2.4,2012,437900,THB,199213,Automatic,7263,THB/MONTH,Isuzu,Japan
733,146,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,470900,THB,55176,Manual,7810,THB/MONTH,Isuzu,Japan
734,146,Mitsubishi,TRITON_MEGA_CAB_GLX_LIMITED_EDITION_2.5,2020,457900,THB,89374,Manual,7594,THB/MONTH,Isuzu,Japan
735,147,Mazda,CX-5_XDL_(4WD)_2.2,2015,477900,THB,115471,Automatic,7926,THB/MONTH,Mazda,Japan
736,147,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,460900,THB,45547,Manual,7644,THB/MONTH,Mazda,Japan
737,147,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,460900,THB,45547,Manual,7644,THB/MONTH,Mazda,Japan
738,147,Toyota,HILUX_REVO_SMART_CAB_E_PLUS_PRERUNNER_2.4,2017,468900,THB,77321,Automatic,7777,THB/MONTH,Mazda,Japan
739,147,Honda,ACCORD_EL_2.0,2013,471900,THB,130392,Automatic,7826,THB/MONTH,Mazda,Japan
740,148,Honda,CR-V_EL_2WD_2.4,2012,437900,THB,199213,Automatic,7263,THB/MONTH,Honda,Japan
741,148,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,460900,THB,55176,Manual,7644,THB/MONTH,Honda,Japan
742,148,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,460900,THB,55176,Manual,7644,THB/MONTH,Honda,Japan
743,148,Honda,BR-V_SV_1.5,2017,459900,THB,153619,Automatic,7627,THB/MONTH,Honda,Japan
744,148,Toyota,SIENTA_G_1.5,2017,458900,THB,152003,Automatic,7611,THB/MONTH,Honda,Japan
745,149,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,460900,THB,45547,Manual,7644,THB/MONTH,Mitsubishi,Japan
746,149,Toyota,HILUX_REVO_SMART_CAB_E_PLUS_PRERUNNER_2.4,2017,458900,THB,77321,Automatic,7611,THB/MONTH,Mitsubishi,Japan
747,149,Toyota,HILUX_REVO_SMART_CAB_E_PLUS_PRERUNNER_2.4,2017,458900,THB,77321,Automatic,7611,THB/MONTH,Mitsubishi,Japan
748,149,Mitsubishi,TRITON_MEGA_CAB_GLX_LIMITED_EDITION_2.5,2020,457900,THB,89374,Manual,7594,THB/MONTH,Mitsubishi,Japan
749,149,Isuzu,D-MAX_SPACECAB_HI-LANDER_Z-PRESTIGE_NAVI_2.5,2014,442900,THB,107285,Automatic,7345,THB/MONTH,Mitsubishi,Japan
750,150,Mitsubishi,TRITON_MEGA_CAB_GT_PLUS_2.4,2018,460900,THB,55176,Manual,7644,THB/MONTH,Mitsubishi,Japan
751,150,Honda,BR-V_SV_1.5,2017,450900,THB,153619,Automatic,7478,THB/MONTH,Mitsubishi,Japan
752,150,Honda,BR-V_SV_1.5,2017,450900,THB,153619,Automatic,7478,THB/MONTH,Mitsubishi,Japan
753,150,Honda,ACCORD_EL_2.0,2013,471900,THB,130392,Automatic,7826,THB/MONTH,Mitsubishi,Japan
754,150,Suzuki,CIAZ_RS_1.2,2018,345900,THB,59433,Automatic,5737,THB/MONTH,Mitsubishi,Japan
755,151,Toyota,HILUX_REVO_SMART_CAB_E_PLUS_PRERUNNER_2.4,2017,458900,THB,77321,Automatic,7611,THB/MONTH,Toyota,Japan
756,151,Mitsubishi,TRITON_MEGA_CAB_GLX_LIMITED_EDITION_2.5,2020,448900,THB,89374,Manual,7445,THB/MONTH,Toyota,Japan
757,151,Mitsubishi,TRITON_MEGA_CAB_GLX_LIMITED_EDITION_2.5,2020,448900,THB,89374,Manual,7445,THB/MONTH,Toyota,Japan
758,151,Toyota,SIENTA_G_1.5,2017,458900,THB,152003,Automatic,7611,THB/MONTH,Toyota,Japan
759,151,Subaru,XV_STI_2.0,2014,436900,THB,103969,Automatic,7246,THB/MONTH,Toyota,Japan
760,152,Honda,BR-V_SV_1.5,2017,450900,THB,153619,Automatic,7478,THB/MONTH,Honda,Japan
761,152,Honda,ACCORD_EL_2.0,2013,461900,THB,130392,Automatic,7661,THB/MONTH,Honda,Japan
762,152,Honda,ACCORD_EL_2.0,2013,461900,THB,130392,Automatic,7661,THB/MONTH,Honda,Japan
763,152,Isuzu,D-MAX_SPACECAB_HI-LANDER_Z-PRESTIGE_NAVI_2.5,2014,442900,THB,107285,Automatic,7345,THB/MONTH,Honda,Japan
764,152,Mazda,BT-50_PRO_FREESTYLE_CAB_HI-RACER_2.2,2019,419900,THB,43109,Manual,6964,THB/MONTH,Honda,Japan
765,153,Mitsubishi,TRITON_MEGA_CAB_GLX_LIMITED_EDITION_2.5,2020,448900,THB,89374,Manual,7445,THB/MONTH,Mitsubishi,Japan
766,153,Toyota,SIENTA_G_1.5,2017,449900,THB,152003,Automatic,7462,THB/MONTH,Mitsubishi,Japan
767,153,Toyota,SIENTA_G_1.5,2017,449900,THB,152003,Automatic,7462,THB/MONTH,Mitsubishi,Japan
768,153,Suzuki,CIAZ_RS_1.2,2018,345900,THB,59433,Automatic,5737,THB/MONTH,Mitsubishi,Japan
769,153,Toyota,HILUX_REVO_SMART_CAB_J_PLUS_2.4,2018,428900,THB,77549,Manual,7113,THB/MONTH,Mitsubishi,Japan
770,154,Honda,ACCORD_EL_2.0,2013,461900,THB,130392,Automatic,7661,THB/MONTH,Honda,Japan
771,154,Isuzu,D-MAX_SPACECAB_HI-LANDER_Z-PRESTIGE_NAVI_2.5,2014,433900,THB,107285,Automatic,7196,THB/MONTH,Honda,Japan
772,154,Isuzu,D-MAX_SPACECAB_HI-LANDER_Z-PRESTIGE_NAVI_2.5,2014,433900,THB,107285,Automatic,7196,THB/MONTH,Honda,Japan
773,154,Subaru,XV_STI_2.0,2014,436900,THB,103969,Automatic,7246,THB/MONTH,Honda,Japan
774,154,Nissan,FRONTIER_NAVARA_KING_CAB_GT_CALIBRE_LE_2.5,2013,287900,THB,177823,Manual,4775,THB/MONTH,Honda,Japan
775,155,Toyota,SIENTA_G_1.5,2017,449900,THB,152003,Automatic,7462,THB/MONTH,Toyota,Japan
776,155,Honda,HR-V_S_1.8,2015,463900,THB,154847,Automatic,7694,THB/MONTH,Toyota,Japan
777,155,Honda,HR-V_S_1.8,2015,463900,THB,154847,Automatic,7694,THB/MONTH,Toyota,Japan
778,155,Mazda,BT-50_PRO_FREESTYLE_CAB_HI-RACER_2.2,2019,419900,THB,43109,Manual,6964,THB/MONTH,Toyota,Japan
779,155,Toyota,HILUX_VIGO_SMART_CAB_E_PRERUNNER_TRD_SPORTIVO_2.5,2014,420900,THB,162127,Manual,6981,THB/MONTH,Toyota,Japan
780,156,Isuzu,D-MAX_SPACECAB_HI-LANDER_Z-PRESTIGE_NAVI_2.5,2014,433900,THB,107285,Automatic,7196,THB/MONTH,Isuzu,Japan
781,156,Subaru,XV_STI_2.0,2014,427900,THB,103969,Automatic,7097,THB/MONTH,Isuzu,Japan
782,156,Subaru,XV_STI_2.0,2014,427900,THB,103969,Automatic,7097,THB/MONTH,Isuzu,Japan
783,156,Toyota,HILUX_REVO_SMART_CAB_J_PLUS_2.4,2018,428900,THB,77549,Manual,7113,THB/MONTH,Isuzu,Japan
784,156,Honda,FREED_SE_1.5,2012,426900,THB,83165,Automatic,7080,THB/MONTH,Isuzu,Japan
785,157,Honda,HR-V_S_1.8,2015,463900,THB,154847,Automatic,7694,THB/MONTH,Honda,Japan
786,157,Mazda,BT-50_PRO_FREESTYLE_CAB_HI-RACER_2.2,2019,410900,THB,43109,Manual,6815,THB/MONTH,Honda,Japan
787,157,Mazda,BT-50_PRO_FREESTYLE_CAB_HI-RACER_2.2,2019,410900,THB,43109,Manual,6815,THB/MONTH,Honda,Japan
788,157,Nissan,FRONTIER_NAVARA_KING_CAB_GT_CALIBRE_LE_2.5,2013,287900,THB,177823,Manual,4775,THB/MONTH,Honda,Japan
789,157,Ford,EVEREST_TITANIUM+_2.2,2017,839900,THB,135937,Automatic,13930,THB/MONTH,Honda,Japan
790,158,Subaru,XV_STI_2.0,2014,427900,THB,103969,Automatic,7097,THB/MONTH,Subaru,Japan
791,158,Toyota,HILUX_REVO_SMART_CAB_J_PLUS_2.4,2018,419900,THB,77549,Manual,6964,THB/MONTH,Subaru,Japan
792,158,Toyota,HILUX_REVO_SMART_CAB_J_PLUS_2.4,2018,419900,THB,77549,Manual,6964,THB/MONTH,Subaru,Japan
793,158,Toyota,HILUX_VIGO_SMART_CAB_E_PRERUNNER_TRD_SPORTIVO_2.5,2014,420900,THB,162127,Manual,6981,THB/MONTH,Subaru,Japan
794,158,Mitsubishi,TRITON_MEGA_CAB_PLUS_GLS_2.4,2015,437900,THB,78789,Automatic,7263,THB/MONTH,Subaru,Japan
795,159,Mazda,BT-50_PRO_FREESTYLE_CAB_HI-RACER_2.2,2019,410900,THB,43109,Manual,6815,THB/MONTH,Mazda,Japan
796,159,Nissan,FRONTIER_NAVARA_KING_CAB_GT_CALIBRE_LE_2.5,2013,281900,THB,177823,Manual,4675,THB/MONTH,Mazda,Japan
797,159,Nissan,FRONTIER_NAVARA_KING_CAB_GT_CALIBRE_LE_2.5,2013,281900,THB,177823,Manual,4675,THB/MONTH,Mazda,Japan
798,159,Honda,FREED_SE_1.5,2012,426900,THB,83165,Automatic,7080,THB/MONTH,Mazda,Japan
799,159,MG,ZS_D_1.5,2018,409900,THB,135385,Automatic,6798,THB/MONTH,Mazda,Japan
800,160,Toyota,HILUX_REVO_SMART_CAB_J_PLUS_2.4,2018,419900,THB,77549,Manual,6964,THB/MONTH,Toyota,Japan
801,160,Toyota,HILUX_VIGO_SMART_CAB_E_PRERUNNER_TRD_SPORTIVO_2.5,2014,411900,THB,162127,Manual,6831,THB/MONTH,Toyota,Japan
802,160,Toyota,HILUX_VIGO_SMART_CAB_E_PRERUNNER_TRD_SPORTIVO_2.5,2014,411900,THB,162127,Manual,6831,THB/MONTH,Toyota,Japan
803,160,Ford,EVEREST_TITANIUM+_2.2,2017,839900,THB,135937,Automatic,13930,THB/MONTH,Toyota,Japan
804,160,Ford,RANGER_OPEN_CAB_HI-RIDER_XLT_2.2,2016,417900,THB,96737,Automatic,6931,THB/MONTH,Toyota,Japan
805,161,Nissan,FRONTIER_NAVARA_KING_CAB_GT_CALIBRE_LE_2.5,2013,281900,THB,177823,Manual,4675,THB/MONTH,Nissan,Japan
806,161,Ford,EVEREST_TITANIUM+_2.2,2017,822900,THB,135937,Automatic,13648,THB/MONTH,Nissan,Japan
807,161,Ford,EVEREST_TITANIUM+_2.2,2017,822900,THB,135937,Automatic,13648,THB/MONTH,Nissan,Japan
808,161,Mitsubishi,TRITON_MEGA_CAB_PLUS_GLS_2.4,2015,437900,THB,78789,Automatic,7263,THB/MONTH,Nissan,Japan
809,161,Mazda,CX-5_SP_2.0,2018,838900,THB,83567,Automatic,13913,THB/MONTH,Nissan,Japan
810,162,Toyota,HILUX_VIGO_SMART_CAB_E_PRERUNNER_TRD_SPORTIVO_2.5,2014,411900,THB,162127,Manual,6831,THB/MONTH,Toyota,Japan
811,162,Mitsubishi,TRITON_MEGA_CAB_PLUS_GLS_2.4,2015,428900,THB,78789,Automatic,7113,THB/MONTH,Toyota,Japan
812,162,Mitsubishi,TRITON_MEGA_CAB_PLUS_GLS_2.4,2015,428900,THB,78789,Automatic,7113,THB/MONTH,Toyota,Japan
813,162,MG,ZS_D_1.5,2018,409900,THB,135385,Automatic,6798,THB/MONTH,Toyota,Japan
814,162,Mazda,CX-5_SP_2.0,2018,835900,THB,49798,Automatic,13863,THB/MONTH,Toyota,Japan
815,163,Ford,EVEREST_TITANIUM+_2.2,2017,822900,THB,135937,Automatic,13648,THB/MONTH,Ford,USA
816,163,MG,ZS_D_1.5,2018,401900,THB,135385,Automatic,6666,THB/MONTH,Ford,USA
817,163,MG,ZS_D_1.5,2018,401900,THB,135385,Automatic,6666,THB/MONTH,Ford,USA
818,163,Ford,RANGER_OPEN_CAB_HI-RIDER_XLT_2.2,2016,417900,THB,96737,Automatic,6931,THB/MONTH,Ford,USA
819,163,Mazda,CX-5_XD_2.2,2019,862900,THB,105506,Automatic,14311,THB/MONTH,Ford,USA
820,164,Mitsubishi,TRITON_MEGA_CAB_PLUS_GLS_2.4,2015,428900,THB,78789,Automatic,7113,THB/MONTH,Mitsubishi,Japan
821,164,Ford,RANGER_OPEN_CAB_HI-RIDER_XLT_2.2,2016,408900,THB,96737,Automatic,6782,THB/MONTH,Mitsubishi,Japan
822,164,Ford,RANGER_OPEN_CAB_HI-RIDER_XLT_2.2,2016,408900,THB,96737,Automatic,6782,THB/MONTH,Mitsubishi,Japan
823,164,Mazda,CX-5_SP_2.0,2018,838900,THB,83567,Automatic,13913,THB/MONTH,Mitsubishi,Japan
824,164,Honda,CR-V_E_2WD_1.6,2018,906900,THB,124610,Automatic,15041,THB/MONTH,Mitsubishi,Japan
825,165,MG,ZS_D_1.5,2018,401900,THB,135385,Automatic,6666,THB/MONTH,MG,China
826,165,Mazda,CX-5_SP_2.0,2018,821900,THB,83567,Automatic,13631,THB/MONTH,MG,China
827,165,Mazda,CX-5_SP_2.0,2018,821900,THB,83567,Automatic,13631,THB/MONTH,MG,China
828,165,Mazda,CX-5_SP_2.0,2018,835900,THB,49798,Automatic,13863,THB/MONTH,MG,China
829,165,Honda,CR-V_EL_4WD_2.4,2017,876900,THB,101799,Automatic,14543,THB/MONTH,MG,China
830,166,Ford,RANGER_OPEN_CAB_HI-RIDER_XLT_2.2,2016,408900,THB,96737,Automatic,6782,THB/MONTH,Ford,USA
831,166,Mazda,CX-5_SP_2.0,2018,818900,THB,49798,Automatic,13581,THB/MONTH,Ford,USA
832,166,Mazda,CX-5_SP_2.0,2018,818900,THB,49798,Automatic,13581,THB/MONTH,Ford,USA
833,166,Mazda,CX-5_XD_2.2,2019,862900,THB,105506,Automatic,14311,THB/MONTH,Ford,USA
834,166,Ford,EVEREST_TITANIUM+_4WD_3.2,2016,844900,THB,152192,Automatic,14013,THB/MONTH,Ford,USA
835,167,Mazda,CX-5_SP_2.0,2018,821900,THB,83567,Automatic,13631,THB/MONTH,Mazda,Japan
836,167,Mazda,CX-5_XD_2.2,2019,845900,THB,105506,Automatic,14029,THB/MONTH,Mazda,Japan
837,167,Mazda,CX-5_XD_2.2,2019,845900,THB,105506,Automatic,14029,THB/MONTH,Mazda,Japan
838,167,Honda,CR-V_E_2WD_1.6,2018,906900,THB,124610,Automatic,15041,THB/MONTH,Mazda,Japan
839,167,MG,ZS_X_1.5,2018,437900,THB,146691,Automatic,7263,THB/MONTH,Mazda,Japan
840,168,Mazda,CX-5_SP_2.0,2018,818900,THB,49798,Automatic,13581,THB/MONTH,Mazda,Japan
841,168,Honda,CR-V_E_2WD_1.6,2018,888900,THB,124610,Automatic,14742,THB/MONTH,Mazda,Japan
842,168,Honda,CR-V_E_2WD_1.6,2018,888900,THB,124610,Automatic,14742,THB/MONTH,Mazda,Japan
843,168,Honda,CR-V_EL_4WD_2.4,2017,876900,THB,101799,Automatic,14543,THB/MONTH,Mazda,Japan
844,168,Subaru,XV_I_2.0,2014,422900,THB,176986,Automatic,7014,THB/MONTH,Mazda,Japan
845,169,Mazda,CX-5_XD_2.2,2019,845900,THB,105506,Automatic,14029,THB/MONTH,Mazda,Japan
846,169,Honda,CR-V_EL_4WD_2.4,2017,858900,THB,101799,Automatic,14245,THB/MONTH,Mazda,Japan
847,169,Honda,CR-V_EL_4WD_2.4,2017,858900,THB,101799,Automatic,14245,THB/MONTH,Mazda,Japan
848,169,Ford,EVEREST_TITANIUM+_4WD_3.2,2016,844900,THB,152192,Automatic,14013,THB/MONTH,Mazda,Japan
849,169,Isuzu,MU-X_DA_DVD_4WD_3.0,2018,900900,THB,96958,Automatic,14941,THB/MONTH,Mazda,Japan
850,170,Honda,CR-V_E_2WD_1.6,2018,888900,THB,124610,Automatic,14742,THB/MONTH,Honda,Japan
851,170,Ford,EVEREST_TITANIUM+_4WD_3.2,2016,827900,THB,152192,Automatic,13731,THB/MONTH,Honda,Japan
852,170,Ford,EVEREST_TITANIUM+_4WD_3.2,2016,827900,THB,152192,Automatic,13731,THB/MONTH,Honda,Japan
853,170,MG,ZS_X_1.5,2018,437900,THB,146691,Automatic,7263,THB/MONTH,Honda,Japan
854,170,Honda,FREED_E_SPORT_(NAVI)_1.5,2010,407900,THB,145653,Automatic,6765,THB/MONTH,Honda,Japan
855,171,Honda,CR-V_EL_4WD_2.4,2017,858900,THB,101799,Automatic,14245,THB/MONTH,Honda,Japan
856,171,MG,ZS_X_1.5,2018,428900,THB,146691,Automatic,7113,THB/MONTH,Honda,Japan
857,171,MG,ZS_X_1.5,2018,428900,THB,146691,Automatic,7113,THB/MONTH,Honda,Japan
858,171,Subaru,XV_I_2.0,2014,422900,THB,176986,Automatic,7014,THB/MONTH,Honda,Japan
859,171,Mazda,2_SPORTS_XD_HIGH_PLUS_L_1.5,2018,440900,THB,91629,Automatic,7312,THB/MONTH,Honda,Japan
860,172,Ford,EVEREST_TITANIUM+_4WD_3.2,2016,827900,THB,152192,Automatic,13731,THB/MONTH,Ford,USA
861,172,Isuzu,D-MAX_SPACECAB_HI-LANDER_L_1.9,2016,419900,THB,128699,Manual,6964,THB/MONTH,Ford,USA
862,172,Isuzu,D-MAX_SPACECAB_HI-LANDER_L_1.9,2016,419900,THB,128699,Manual,6964,THB/MONTH,Ford,USA
863,172,Isuzu,MU-X_DA_DVD_4WD_3.0,2018,900900,THB,96958,Automatic,14941,THB/MONTH,Ford,USA
864,172,Subaru,FORESTER_I-S_2.0,2019,895900,THB,38118,Automatic,14859,THB/MONTH,Ford,USA
865,173,MG,ZS_X_1.5,2018,428900,THB,146691,Automatic,7113,THB/MONTH,MG,China
866,173,Subaru,XV_I_2.0,2014,413900,THB,176986,Automatic,6865,THB/MONTH,MG,China
867,173,Subaru,XV_I_2.0,2014,413900,THB,176986,Automatic,6865,THB/MONTH,MG,China
868,173,Honda,FREED_E_SPORT_(NAVI)_1.5,2010,407900,THB,145653,Automatic,6765,THB/MONTH,MG,China
869,173,Mazda,CX-5_XDL_(4WD)_2.2,2018,881900,THB,103285,Automatic,14626,THB/MONTH,MG,China
870,174,Isuzu,D-MAX_SPACECAB_HI-LANDER_L_1.9,2016,419900,THB,128699,Manual,6964,THB/MONTH,Isuzu,Japan
871,174,Isuzu,MU-X_DA_DVD_4WD_3.0,2018,882900,THB,96958,Automatic,14643,THB/MONTH,Isuzu,Japan
872,174,Isuzu,MU-X_DA_DVD_4WD_3.0,2018,882900,THB,96958,Automatic,14643,THB/MONTH,Isuzu,Japan
873,174,Mazda,2_SPORTS_XD_HIGH_PLUS_L_1.5,2018,440900,THB,91629,Automatic,7312,THB/MONTH,Isuzu,Japan
874,174,Nissan,TEANA_250_XV_V6_2.5,2008,273900,THB,215199,Automatic,4543,THB/MONTH,Isuzu,Japan
875,175,Subaru,XV_I_2.0,2014,413900,THB,176986,Automatic,6865,THB/MONTH,Subaru,Japan
876,175,Honda,FREED_E_SPORT_(NAVI)_1.5,2010,399900,THB,145653,Automatic,6632,THB/MONTH,Subaru,Japan
877,175,Honda,FREED_E_SPORT_(NAVI)_1.5,2010,399900,THB,145653,Automatic,6632,THB/MONTH,Subaru,Japan
878,175,Subaru,FORESTER_I-S_2.0,2019,895900,THB,38118,Automatic,14859,THB/MONTH,Subaru,Japan
