,index,brand_x,model,year,price,currency,kilometers_driven,transmission_type,pay_per_month_value,pay_per_month_unit,brand_y,original_country
1618,323,Suzuki,SWIFT_GLX_1.2,2013,273900,THB,113002,Automatic,4543,THB/MONTH,Mitsubishi,Japan
1619,323,Ford,ECOSPORT_TITANIUM_1.5,2014,289900,THB,162763,Automatic,4808,THB/MONTH,Mitsubishi,Japan
1620,324,Honda,BRIO_AMAZE_V_1.2,2018,331900,THB,112299,Automatic,5505,THB/MONTH,Honda,Japan
1621,324,Toyota,COROLLA_ALTIS_E_1.6,2008,193900,THB,356405,Automatic,3216,THB/MONTH,Honda,Japan
1622,324,Toyota,COROLLA_ALTIS_E_1.6,2008,193900,THB,356405,Automatic,3216,THB/MONTH,Honda,Japan
1623,324,Mitsubishi,MIRAGE_GLS_LIMITED_EDITION_1.2,2013,233900,THB,146188,Automatic,3879,THB/MONTH,Honda,Japan
1624,324,MG,MG3_D_1.5,2015,228900,THB,62593,Automatic,3796,THB/MONTH,Honda,Japan
1625,325,Ford,RANGER_OPEN_CAB_XL_2.2,2022,454900,THB,36470,Manual,7545,THB/MONTH,Ford,USA
1626,325,MG,HS_X_SUNROOF_1.5,2020,913100,THB,77501,Automatic,15144,THB/MONTH,Ford,USA
1627,325,MG,HS_X_SUNROOF_1.5,2020,913100,THB,77501,Automatic,15144,THB/MONTH,Ford,USA
1628,325,Ford,ECOSPORT_TITANIUM_1.5,2014,289900,THB,162763,Automatic,4808,THB/MONTH,Ford,USA
1629,325,Toyota,VIOS_E_1.5,2014,321900,THB,175425,Automatic,5339,THB/MONTH,Ford,USA
1630,326,Toyota,COROLLA_ALTIS_E_1.6,2008,193900,THB,356405,Automatic,3216,THB/MONTH,Toyota,Japan
1631,326,Mitsubishi,ATTRAGE_GLX_1.2,2019,294900,THB,60110,Automatic,4891,THB/MONTH,Toyota,Japan
1632,326,Mitsubishi,ATTRAGE_GLX_1.2,2019,294900,THB,60110,Automatic,4891,THB/MONTH,Toyota,Japan
1633,326,MG,MG3_D_1.5,2015,228900,THB,62593,Automatic,3796,THB/MONTH,Toyota,Japan
1634,326,Suzuki,SWIFT_RX_II_1.2,2017,375900,THB,119219,Automatic,6234,THB/MONTH,Toyota,Japan
1635,327,Mitsubishi,ATTRAGE_GLX_1.2,2019,294900,THB,60110,Automatic,4891,THB/MONTH,Mitsubishi,Japan
1636,327,Honda,CIVIC_E_1.8,2012,354900,THB,198362,Automatic,5886,THB/MONTH,Mitsubishi,Japan
1637,327,Honda,CIVIC_E_1.8,2012,354900,THB,198362,Automatic,5886,THB/MONTH,Mitsubishi,Japan
1638,327,Toyota,VIOS_E_1.5,2014,321900,THB,175425,Automatic,5339,THB/MONTH,Mitsubishi,Japan
1639,327,Suzuki,SWIFT_GLX_1.2,2014,303900,THB,111005,Automatic,5040,THB/MONTH,Mitsubishi,Japan
1640,328,Honda,CIVIC_E_1.8,2012,354900,THB,198362,Automatic,5886,THB/MONTH,Honda,Japan
1641,328,Nissan,TEANA_200_XL_2.0,2012,314900,THB,203715,Automatic,5223,THB/MONTH,Honda,Japan
1642,328,Nissan,TEANA_200_XL_2.0,2012,314900,THB,203715,Automatic,5223,THB/MONTH,Honda,Japan
1643,328,Suzuki,SWIFT_RX_II_1.2,2017,375900,THB,119219,Automatic,6234,THB/MONTH,Honda,Japan
1644,328,Honda,CITY_S_1.5,2018,411900,THB,128753,Automatic,6831,THB/MONTH,Honda,Japan
1645,329,Nissan,TEANA_200_XL_2.0,2012,314900,THB,203715,Automatic,5223,THB/MONTH,Nissan,Japan
1646,329,Suzuki,CIAZ_GLX_1.2,2015,248900,THB,195232,Automatic,4128,THB/MONTH,Nissan,Japan
1647,329,Suzuki,CIAZ_GLX_1.2,2015,248900,THB,195232,Automatic,4128,THB/MONTH,Nissan,Japan
1648,329,Suzuki,SWIFT_GLX_1.2,2014,303900,THB,111005,Automatic,5040,THB/MONTH,Nissan,Japan
1649,329,Mazda,2_GROOVE_(SEDAN)_1.5,2013,272900,THB,153451,Automatic,4526,THB/MONTH,Nissan,Japan
1650,330,Suzuki,CIAZ_GLX_1.2,2015,248900,THB,195232,Automatic,4128,THB/MONTH,Suzuki,
1651,330,Suzuki,SWIFT_GLX_1.2,2013,267900,THB,113002,Automatic,4443,THB/MONTH,Suzuki,
1652,330,Suzuki,SWIFT_GLX_1.2,2013,267900,THB,113002,Automatic,4443,THB/MONTH,Suzuki,
1653,330,Honda,CITY_S_1.5,2018,411900,THB,128753,Automatic,6831,THB/MONTH,Suzuki,
1654,330,Honda,CITY_S_1.5,2018,411900,THB,129656,Automatic,6831,THB/MONTH,Suzuki,
1655,331,Suzuki,SWIFT_GLX_1.2,2013,267900,THB,113002,Automatic,4443,THB/MONTH,Suzuki,
1656,331,Mitsubishi,MIRAGE_GLS_LIMITED_EDITION_1.2,2013,228900,THB,146188,Automatic,3796,THB/MONTH,Suzuki,
1657,331,Mitsubishi,MIRAGE_GLS_LIMITED_EDITION_1.2,2013,228900,THB,146188,Automatic,3796,THB/MONTH,Suzuki,
1658,331,Mazda,2_GROOVE_(SEDAN)_1.5,2013,272900,THB,153451,Automatic,4526,THB/MONTH,Suzuki,
1659,331,Suzuki,SWIFT_GL_1.2,2014,292900,THB,155519,Automatic,4858,THB/MONTH,Suzuki,
1660,332,Mitsubishi,MIRAGE_GLS_LIMITED_EDITION_1.2,2013,228900,THB,146188,Automatic,3796,THB/MONTH,Mitsubishi,Japan
1661,332,Ford,ECOSPORT_TITANIUM_1.5,2014,283900,THB,162763,Automatic,4708,THB/MONTH,Mitsubishi,Japan
1662,332,Ford,ECOSPORT_TITANIUM_1.5,2014,283900,THB,162763,Automatic,4708,THB/MONTH,Mitsubishi,Japan
1663,332,Honda,CITY_S_1.5,2018,411900,THB,129656,Automatic,6831,THB/MONTH,Mitsubishi,Japan
1664,332,Honda,JAZZ_RS_1.5,2018,540900,THB,128165,Automatic,8971,THB/MONTH,Mitsubishi,Japan
1665,333,Ford,ECOSPORT_TITANIUM_1.5,2014,283900,THB,162763,Automatic,4708,THB/MONTH,Ford,USA
1666,333,MG,MG3_D_1.5,2015,223900,THB,62593,Automatic,3713,THB/MONTH,Ford,USA
1667,333,MG,MG3_D_1.5,2015,223900,THB,62593,Automatic,3713,THB/MONTH,Ford,USA
1668,333,Suzuki,SWIFT_GL_1.2,2014,292900,THB,155519,Automatic,4858,THB/MONTH,Ford,USA
1669,333,Nissan,NOTE_VL_1.2,2017,358900,THB,152260,Automatic,5952,THB/MONTH,Ford,USA
1670,334,MG,MG3_D_1.5,2015,223900,THB,62593,Automatic,3713,THB/MONTH,MG,China
1671,334,Toyota,VIOS_E_1.5,2014,314900,THB,175425,Automatic,5223,THB/MONTH,MG,China
1672,334,Toyota,VIOS_E_1.5,2014,314900,THB,175425,Automatic,5223,THB/MONTH,MG,China
1673,334,Honda,JAZZ_RS_1.5,2018,540900,THB,128165,Automatic,8971,THB/MONTH,MG,China
1674,334,Suzuki,CIAZ_GL_1.2,2018,297900,THB,56738,Automatic,4941,THB/MONTH,MG,China
1675,335,Toyota,VIOS_E_1.5,2014,314900,THB,175425,Automatic,5223,THB/MONTH,Toyota,Japan
1676,335,Suzuki,SWIFT_RX_II_1.2,2017,367900,THB,119219,Automatic,6102,THB/MONTH,Toyota,Japan
1677,335,Suzuki,SWIFT_RX_II_1.2,2017,367900,THB,119219,Automatic,6102,THB/MONTH,Toyota,Japan
1678,335,Nissan,NOTE_VL_1.2,2017,358900,THB,152260,Automatic,5952,THB/MONTH,Toyota,Japan
1679,335,Ford,ECOSPORT_TREND_1.5,2016,299900,THB,96466,Automatic,4974,THB/MONTH,Toyota,Japan
1680,336,Suzuki,SWIFT_RX_II_1.2,2017,367900,THB,119219,Automatic,6102,THB/MONTH,Suzuki,
1681,336,Suzuki,SWIFT_GLX_1.2,2014,297900,THB,111005,Automatic,4941,THB/MONTH,Suzuki,
1682,336,Suzuki,SWIFT_GLX_1.2,2014,297900,THB,111005,Automatic,4941,THB/MONTH,Suzuki,
1683,336,Suzuki,CIAZ_GL_1.2,2018,297900,THB,56738,Automatic,4941,THB/MONTH,Suzuki,
1684,336,Suzuki,CELERIO_GL_1.0,2015,234900,THB,79347,Automatic,3896,THB/MONTH,Suzuki,
1685,337,Suzuki,SWIFT_GLX_1.2,2014,297900,THB,111005,Automatic,4941,THB/MONTH,Suzuki,
1686,337,Honda,CITY_S_1.5,2018,403900,THB,128753,Automatic,6699,THB/MONTH,Suzuki,
1687,337,Honda,CITY_S_1.5,2018,403900,THB,128753,Automatic,6699,THB/MONTH,Suzuki,
1688,337,Ford,ECOSPORT_TREND_1.5,2016,299900,THB,96466,Automatic,4974,THB/MONTH,Suzuki,
1689,337,MG,MG3_X_1.5,2016,240900,THB,104020,Automatic,3995,THB/MONTH,Suzuki,
1690,338,Honda,CITY_S_1.5,2018,403900,THB,128753,Automatic,6699,THB/MONTH,Honda,Japan
1691,338,Nissan,NOTE_VL_1.2,2017,351900,THB,119617,Automatic,5836,THB/MONTH,Honda,Japan
1692,338,Nissan,NOTE_VL_1.2,2017,351900,THB,119617,Automatic,5836,THB/MONTH,Honda,Japan
1693,338,Suzuki,CELERIO_GL_1.0,2015,234900,THB,79347,Automatic,3896,THB/MONTH,Honda,Japan
1694,338,Nissan,MARCH_E_1.2,2018,306900,THB,66276,Automatic,5090,THB/MONTH,Honda,Japan
1695,339,Nissan,NOTE_VL_1.2,2017,351900,THB,119617,Automatic,5836,THB/MONTH,Nissan,Japan
1696,339,Mazda,2_GROOVE_(SEDAN)_1.5,2013,266900,THB,153451,Automatic,4427,THB/MONTH,Nissan,Japan
1697,339,Mazda,2_GROOVE_(SEDAN)_1.5,2013,266900,THB,153451,Automatic,4427,THB/MONTH,Nissan,Japan
1698,339,MG,MG3_X_1.5,2016,240900,THB,104020,Automatic,3995,THB/MONTH,Nissan,Japan
1699,339,Mitsubishi,ATTRAGE_GLS_LIMITED_EDITION_1.2,2018,355900,THB,51828,Automatic,5903,THB/MONTH,Nissan,Japan
1700,340,Mazda,2_GROOVE_(SEDAN)_1.5,2013,266900,THB,153451,Automatic,4427,THB/MONTH,Mazda,Japan
1701,340,Honda,CITY_S_1.5,2018,403900,THB,129656,Automatic,6699,THB/MONTH,Mazda,Japan
1702,340,Honda,CITY_S_1.5,2018,403900,THB,129656,Automatic,6699,THB/MONTH,Mazda,Japan
1703,340,Nissan,MARCH_E_1.2,2018,306900,THB,66276,Automatic,5090,THB/MONTH,Mazda,Japan
1704,340,Honda,JAZZ_V+_1.5,2019,529900,THB,86045,Automatic,8788,THB/MONTH,Mazda,Japan
1705,341,Honda,CITY_S_1.5,2018,403900,THB,129656,Automatic,6699,THB/MONTH,Honda,Japan
1706,341,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_2.5,2014,444900,THB,79799,Manual,7379,THB/MONTH,Honda,Japan
1707,341,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_2.5,2014,444900,THB,79799,Manual,7379,THB/MONTH,Honda,Japan
1708,341,Mitsubishi,ATTRAGE_GLS_LIMITED_EDITION_1.2,2018,355900,THB,51828,Automatic,5903,THB/MONTH,Honda,Japan
1709,341,Mazda,3_SP_SPORTS_2.0,2014,429900,THB,102206,Automatic,7130,THB/MONTH,Honda,Japan
1710,342,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_2.5,2014,444900,THB,79799,Manual,7379,THB/MONTH,Isuzu,Japan
1711,342,Suzuki,SWIFT_GL_1.2,2014,286900,THB,155519,Automatic,4758,THB/MONTH,Isuzu,Japan
1712,342,Suzuki,SWIFT_GL_1.2,2014,286900,THB,155519,Automatic,4758,THB/MONTH,Isuzu,Japan
1713,342,Honda,JAZZ_V+_1.5,2019,529900,THB,86045,Automatic,8788,THB/MONTH,Isuzu,Japan
1714,342,Suzuki,CIAZ_GL_1.2,2018,297900,THB,115765,Automatic,4941,THB/MONTH,Isuzu,Japan
1715,343,Suzuki,SWIFT_GL_1.2,2014,286900,THB,155519,Automatic,4758,THB/MONTH,Suzuki,
1716,343,Honda,JAZZ_RS_1.5,2018,529900,THB,128165,Automatic,8788,THB/MONTH,Suzuki,
1717,343,Honda,JAZZ_RS_1.5,2018,529900,THB,128165,Automatic,8788,THB/MONTH,Suzuki,
1718,343,Mazda,3_SP_SPORTS_2.0,2014,429900,THB,102206,Automatic,7130,THB/MONTH,Suzuki,
1719,343,Mitsubishi,MIRAGE_GLS_1.2,2017,307900,THB,72248,Automatic,5107,THB/MONTH,Suzuki,
1720,344,Honda,JAZZ_RS_1.5,2018,529900,THB,128165,Automatic,8788,THB/MONTH,Honda,Japan
1721,344,Nissan,NOTE_VL_1.2,2017,351900,THB,152260,Automatic,5836,THB/MONTH,Honda,Japan
1722,344,Nissan,NOTE_VL_1.2,2017,351900,THB,152260,Automatic,5836,THB/MONTH,Honda,Japan
1723,344,Suzuki,CIAZ_GL_1.2,2018,297900,THB,115765,Automatic,4941,THB/MONTH,Honda,Japan
1724,344,Toyota,YARIS_G_1.5,2013,281900,THB,152343,Automatic,4675,THB/MONTH,Honda,Japan
1725,345,Nissan,NOTE_VL_1.2,2017,351900,THB,152260,Automatic,5836,THB/MONTH,Nissan,Japan
1726,345,MG,MG3_X_1.5,2018,276900,THB,32157,Automatic,4592,THB/MONTH,Nissan,Japan
1727,345,MG,MG3_X_1.5,2018,276900,THB,32157,Automatic,4592,THB/MONTH,Nissan,Japan
1728,345,Mitsubishi,MIRAGE_GLS_1.2,2017,307900,THB,72248,Automatic,5107,THB/MONTH,Nissan,Japan
1729,345,Mitsubishi,TRITON_ATHLETE_DOUBLE_CAB_PLUS_2.4,2018,560900,THB,119439,Manual,9303,THB/MONTH,Nissan,Japan
1730,346,MG,MG3_X_1.5,2018,276900,THB,32157,Automatic,4592,THB/MONTH,MG,China
1731,346,Suzuki,CIAZ_GL_1.2,2018,291900,THB,56738,Automatic,4841,THB/MONTH,MG,China
1732,346,Suzuki,CIAZ_GL_1.2,2018,291900,THB,56738,Automatic,4841,THB/MONTH,MG,China
1733,346,Toyota,YARIS_G_1.5,2013,281900,THB,152343,Automatic,4675,THB/MONTH,MG,China
1734,346,Suzuki,CIAZ_GL_1.2,2018,297900,THB,115837,Automatic,4941,THB/MONTH,MG,China
1735,347,Suzuki,CIAZ_GL_1.2,2018,291900,THB,56738,Automatic,4841,THB/MONTH,Suzuki,
1736,347,Ford,ECOSPORT_TREND_1.5,2016,293900,THB,96466,Automatic,4874,THB/MONTH,Suzuki,
1737,347,Ford,ECOSPORT_TREND_1.5,2016,293900,THB,96466,Automatic,4874,THB/MONTH,Suzuki,
1738,347,Mitsubishi,TRITON_ATHLETE_DOUBLE_CAB_PLUS_2.4,2018,560900,THB,119439,Manual,9303,THB/MONTH,Suzuki,
1739,347,Toyota,VIOS_E_1.5,2018,403900,THB,105866,Automatic,6699,THB/MONTH,Suzuki,
1740,348,Ford,ECOSPORT_TREND_1.5,2016,293900,THB,96466,Automatic,4874,THB/MONTH,Ford,USA
1741,348,Suzuki,CELERIO_GL_1.0,2015,229900,THB,79347,Automatic,3813,THB/MONTH,Ford,USA
1742,348,Suzuki,CELERIO_GL_1.0,2015,229900,THB,79347,Automatic,3813,THB/MONTH,Ford,USA
1743,348,Suzuki,CIAZ_GL_1.2,2018,297900,THB,115837,Automatic,4941,THB/MONTH,Ford,USA
1744,348,Honda,CITY_S_1.0,2020,482900,THB,81330,Automatic,8009,THB/MONTH,Ford,USA
1745,349,Suzuki,CELERIO_GL_1.0,2015,229900,THB,79347,Automatic,3813,THB/MONTH,Suzuki,
1746,349,MG,MG3_X_1.5,2016,235900,THB,104020,Automatic,3912,THB/MONTH,Suzuki,
1747,349,MG,MG3_X_1.5,2016,235900,THB,104020,Automatic,3912,THB/MONTH,Suzuki,
1748,349,Toyota,VIOS_E_1.5,2018,403900,THB,105866,Automatic,6699,THB/MONTH,Suzuki,
1749,349,Suzuki,CELERIO_GLX_1.0,2014,230900,THB,90523,Automatic,3829,THB/MONTH,Suzuki,
1750,350,MG,MG3_X_1.5,2016,235900,THB,104020,Automatic,3912,THB/MONTH,MG,China
1751,350,Nissan,MARCH_E_1.2,2018,300900,THB,66276,Automatic,4990,THB/MONTH,MG,China
1752,350,Nissan,MARCH_E_1.2,2018,300900,THB,66276,Automatic,4990,THB/MONTH,MG,China
1753,350,Honda,CITY_S_1.0,2020,482900,THB,81330,Automatic,8009,THB/MONTH,MG,China
1754,350,Nissan,MARCH_E_1.2,2018,302900,THB,73741,Automatic,5024,THB/MONTH,MG,China
1755,351,Nissan,MARCH_E_1.2,2018,300900,THB,66276,Automatic,4990,THB/MONTH,Nissan,Japan
1756,351,Mitsubishi,ATTRAGE_GLS_LIMITED_EDITION_1.2,2018,348900,THB,51828,Automatic,5787,THB/MONTH,Nissan,Japan
1757,351,Mitsubishi,ATTRAGE_GLS_LIMITED_EDITION_1.2,2018,348900,THB,51828,Automatic,5787,THB/MONTH,Nissan,Japan
1758,351,Suzuki,CELERIO_GLX_1.0,2014,230900,THB,90523,Automatic,3829,THB/MONTH,Nissan,Japan
1759,351,MG,MG3_X_1.5,2016,242900,THB,143795,Automatic,4028,THB/MONTH,Nissan,Japan
1760,352,Mitsubishi,ATTRAGE_GLS_LIMITED_EDITION_1.2,2018,348900,THB,51828,Automatic,5787,THB/MONTH,Mitsubishi,Japan
1761,352,Mazda,3_SP_SPORTS_2.0,2014,420900,THB,102206,Automatic,6981,THB/MONTH,Mitsubishi,Japan
1762,352,Mazda,3_SP_SPORTS_2.0,2014,420900,THB,102206,Automatic,6981,THB/MONTH,Mitsubishi,Japan
1763,352,Nissan,MARCH_E_1.2,2018,302900,THB,73741,Automatic,5024,THB/MONTH,Mitsubishi,Japan
1764,352,Toyota,COROLLA_ALTIS_S_1.8,2019,582900,THB,109147,Automatic,9667,THB/MONTH,Mitsubishi,Japan
1765,353,Mazda,3_SP_SPORTS_2.0,2014,420900,THB,102206,Automatic,6981,THB/MONTH,Mazda,Japan
1766,353,Suzuki,CIAZ_GL_1.2,2018,291900,THB,115765,Automatic,4841,THB/MONTH,Mazda,Japan
1767,353,Suzuki,CIAZ_GL_1.2,2018,291900,THB,115765,Automatic,4841,THB/MONTH,Mazda,Japan
1768,353,MG,MG3_X_1.5,2016,242900,THB,143795,Automatic,4028,THB/MONTH,Mazda,Japan
1769,353,Toyota,VIOS_E_1.5,2018,411900,THB,116615,Automatic,6831,THB/MONTH,Mazda,Japan
1770,354,Suzuki,CIAZ_GL_1.2,2018,291900,THB,115765,Automatic,4841,THB/MONTH,Suzuki,
1771,354,Mitsubishi,MIRAGE_GLS_1.2,2017,301900,THB,72248,Automatic,5007,THB/MONTH,Suzuki,
1772,354,Mitsubishi,MIRAGE_GLS_1.2,2017,301900,THB,72248,Automatic,5007,THB/MONTH,Suzuki,
1773,354,Toyota,COROLLA_ALTIS_S_1.8,2019,582900,THB,109147,Automatic,9667,THB/MONTH,Suzuki,
1774,354,Honda,JAZZ_RS_1.5,2017,528900,THB,76524,Automatic,8772,THB/MONTH,Suzuki,
1775,355,Mitsubishi,MIRAGE_GLS_1.2,2017,301900,THB,72248,Automatic,5007,THB/MONTH,Mitsubishi,Japan
1776,355,Toyota,YARIS_G_1.5,2013,275900,THB,152343,Automatic,4576,THB/MONTH,Mitsubishi,Japan
1777,355,Toyota,YARIS_G_1.5,2013,275900,THB,152343,Automatic,4576,THB/MONTH,Mitsubishi,Japan
1778,355,Toyota,VIOS_E_1.5,2018,411900,THB,116615,Automatic,6831,THB/MONTH,Mitsubishi,Japan
1779,355,Nissan,JUKE_V_1.6,2014,346900,THB,160743,Automatic,5753,THB/MONTH,Mitsubishi,Japan
1780,356,Toyota,YARIS_G_1.5,2013,275900,THB,152343,Automatic,4576,THB/MONTH,Toyota,Japan
1781,356,Suzuki,SWIFT_RX_1.2,2015,317900,THB,87570,Automatic,5272,THB/MONTH,Toyota,Japan
1782,356,Suzuki,SWIFT_RX_1.2,2015,317900,THB,87570,Automatic,5272,THB/MONTH,Toyota,Japan
1783,356,Honda,JAZZ_RS_1.5,2017,528900,THB,76524,Automatic,8772,THB/MONTH,Toyota,Japan
1784,356,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_(VGS)_2.5,2015,488900,THB,104150,Manual,8108,THB/MONTH,Toyota,Japan
1785,357,Suzuki,SWIFT_RX_1.2,2015,317900,THB,87570,Automatic,5272,THB/MONTH,Suzuki,
1786,357,Mitsubishi,TRITON_ATHLETE_DOUBLE_CAB_PLUS_2.4,2018,549900,THB,119439,Manual,9120,THB/MONTH,Suzuki,
1787,357,Mitsubishi,TRITON_ATHLETE_DOUBLE_CAB_PLUS_2.4,2018,549900,THB,119439,Manual,9120,THB/MONTH,Suzuki,
1788,357,Nissan,JUKE_V_1.6,2014,346900,THB,160743,Automatic,5753,THB/MONTH,Suzuki,
1789,357,Mazda,3_SP_SPORTS_2.0,2014,451900,THB,165945,Automatic,7495,THB/MONTH,Suzuki,
1790,358,Mitsubishi,TRITON_ATHLETE_DOUBLE_CAB_PLUS_2.4,2018,549900,THB,119439,Manual,9120,THB/MONTH,Mitsubishi,Japan
1791,358,Suzuki,CIAZ_GL_1.2,2018,291900,THB,115837,Automatic,4841,THB/MONTH,Mitsubishi,Japan
1792,358,Suzuki,CIAZ_GL_1.2,2018,291900,THB,115837,Automatic,4841,THB/MONTH,Mitsubishi,Japan
1793,358,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_(VGS)_2.5,2015,488900,THB,104150,Manual,8108,THB/MONTH,Mitsubishi,Japan
1794,358,Ford,ECOSPORT_TITANIUM_1.5,2014,294900,THB,169345,Automatic,4891,THB/MONTH,Mitsubishi,Japan
1795,359,Suzuki,CIAZ_GL_1.2,2018,291900,THB,115837,Automatic,4841,THB/MONTH,Suzuki,
1796,359,Toyota,VIOS_E_1.5,2018,395900,THB,105866,Automatic,6566,THB/MONTH,Suzuki,
1797,359,Toyota,VIOS_E_1.5,2018,395900,THB,105866,Automatic,6566,THB/MONTH,Suzuki,
1798,359,Mazda,3_SP_SPORTS_2.0,2014,451900,THB,165945,Automatic,7495,THB/MONTH,Suzuki,
1799,359,Toyota,HILUX_REVO_DOUBLE_CAB_G_PRERUNNER_ROCCO_2.8,2019,817900,THB,76714,Automatic,13565,THB/MONTH,Suzuki,
1800,360,Toyota,VIOS_E_1.5,2018,395900,THB,105866,Automatic,6566,THB/MONTH,Toyota,Japan
1801,360,Suzuki,CELERIO_GLX_1.0,2014,226900,THB,90523,Automatic,3763,THB/MONTH,Toyota,Japan
1802,360,Suzuki,CELERIO_GLX_1.0,2014,226900,THB,90523,Automatic,3763,THB/MONTH,Toyota,Japan
1803,360,Ford,ECOSPORT_TITANIUM_1.5,2014,294900,THB,169345,Automatic,4891,THB/MONTH,Toyota,Japan
1804,360,MG,MG3_D_1.5,2016,223900,THB,92921,Automatic,3713,THB/MONTH,Toyota,Japan
1805,361,Suzuki,CELERIO_GLX_1.0,2014,226900,THB,90523,Automatic,3763,THB/MONTH,Suzuki,
1806,361,Nissan,MARCH_E_1.2,2018,296900,THB,73741,Automatic,4924,THB/MONTH,Suzuki,
1807,361,Nissan,MARCH_E_1.2,2018,296900,THB,73741,Automatic,4924,THB/MONTH,Suzuki,
1808,361,Toyota,HILUX_REVO_DOUBLE_CAB_G_PRERUNNER_ROCCO_2.8,2019,817900,THB,76714,Automatic,13565,THB/MONTH,Suzuki,
1809,361,Honda,CIVIC_EL_1.8,2017,655900,THB,169103,Automatic,10878,THB/MONTH,Suzuki,
1810,362,Nissan,MARCH_E_1.2,2018,296900,THB,73741,Automatic,4924,THB/MONTH,Nissan,Japan
1811,362,MG,MG3_X_1.5,2016,237900,THB,143795,Automatic,3946,THB/MONTH,Nissan,Japan
1812,362,MG,MG3_X_1.5,2016,237900,THB,143795,Automatic,3946,THB/MONTH,Nissan,Japan
1813,362,MG,MG3_D_1.5,2016,223900,THB,92921,Automatic,3713,THB/MONTH,Nissan,Japan
1814,362,Isuzu,D-MAX_CAB-4_HI-LANDER_X-SERIES_Z_1.9,2018,680900,THB,54915,Automatic,11293,THB/MONTH,Nissan,Japan
1815,363,MG,MG3_X_1.5,2016,237900,THB,143795,Automatic,3946,THB/MONTH,MG,China
1816,363,Toyota,COROLLA_ALTIS_S_1.8,2019,570900,THB,109147,Automatic,9468,THB/MONTH,MG,China
1817,363,Toyota,COROLLA_ALTIS_S_1.8,2019,570900,THB,109147,Automatic,9468,THB/MONTH,MG,China
1818,363,Honda,CIVIC_EL_1.8,2017,655900,THB,169103,Automatic,10878,THB/MONTH,MG,China
1819,363,Mitsubishi,TRITON_MEGA_CAB_PLUS_GLS_2.4,2018,462900,THB,124183,Manual,7677,THB/MONTH,MG,China
1820,364,Toyota,COROLLA_ALTIS_S_1.8,2019,570900,THB,109147,Automatic,9468,THB/MONTH,Toyota,Japan
1821,364,Toyota,VIOS_E_1.5,2018,403900,THB,116615,Automatic,6699,THB/MONTH,Toyota,Japan
1822,364,Toyota,VIOS_E_1.5,2018,403900,THB,116615,Automatic,6699,THB/MONTH,Toyota,Japan
1823,364,Isuzu,D-MAX_CAB-4_HI-LANDER_X-SERIES_Z_1.9,2018,680900,THB,54915,Automatic,11293,THB/MONTH,Toyota,Japan
1824,364,Ford,EVEREST_TITANIUM+_(2WD)_2.0,2019,1056900,THB,102650,Automatic,17529,THB/MONTH,Toyota,Japan
1825,365,Toyota,VIOS_E_1.5,2018,403900,THB,116615,Automatic,6699,THB/MONTH,Toyota,Japan
1826,365,Honda,JAZZ_RS_1.5,2017,517900,THB,76524,Automatic,8589,THB/MONTH,Toyota,Japan
1827,365,Honda,JAZZ_RS_1.5,2017,517900,THB,76524,Automatic,8589,THB/MONTH,Toyota,Japan
1828,365,Mitsubishi,TRITON_MEGA_CAB_PLUS_GLS_2.4,2018,462900,THB,124183,Manual,7677,THB/MONTH,Toyota,Japan
1829,365,Honda,BR-V_SV_1.5,2016,480900,THB,85445,Automatic,7976,THB/MONTH,Toyota,Japan
1830,366,Honda,JAZZ_RS_1.5,2017,517900,THB,76524,Automatic,8589,THB/MONTH,Honda,Japan
1831,366,Nissan,JUKE_V_1.6,2014,339900,THB,160743,Automatic,5637,THB/MONTH,Honda,Japan
1832,366,Nissan,JUKE_V_1.6,2014,339900,THB,160743,Automatic,5637,THB/MONTH,Honda,Japan
1833,366,Ford,EVEREST_TITANIUM+_(2WD)_2.0,2019,1056900,THB,102650,Automatic,17529,THB/MONTH,Honda,Japan
1834,366,Mazda,CX-5_TURBO_SP_(4WD)_2.5,2019,1235900,THB,24085,Automatic,20497,THB/MONTH,Honda,Japan
1835,367,Nissan,JUKE_V_1.6,2014,339900,THB,160743,Automatic,5637,THB/MONTH,Nissan,Japan
1836,367,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_(VGS)_2.5,2015,478900,THB,104150,Manual,7943,THB/MONTH,Nissan,Japan
1837,367,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_(VGS)_2.5,2015,478900,THB,104150,Manual,7943,THB/MONTH,Nissan,Japan
1838,367,Honda,BR-V_SV_1.5,2016,480900,THB,85445,Automatic,7976,THB/MONTH,Nissan,Japan
1839,367,Mitsubishi,ATTRAGE_GLX_1.2,2019,312900,THB,86137,Automatic,5189,THB/MONTH,Nissan,Japan
1840,368,Isuzu,D-MAX_SPACECAB_HI-LANDER_DDI_Z_(VGS)_2.5,2015,478900,THB,104150,Manual,7943,THB/MONTH,Isuzu,Japan
1841,368,Mazda,3_SP_SPORTS_2.0,2014,442900,THB,165945,Automatic,7345,THB/MONTH,Isuzu,Japan
